0,allen-p\all_documents\100_
1,allen-p\all_documents\101_
4,allen-p\all_documents\104_
5,allen-p\all_documents\105_
6,allen-p\all_documents\106_
13,allen-p\all_documents\112_
14,allen-p\all_documents\113_
15,allen-p\all_documents\114_
18,allen-p\all_documents\117_
19,allen-p\all_documents\118_
28,allen-p\all_documents\126_
35,allen-p\all_documents\133_
37,allen-p\all_documents\135_
42,allen-p\all_documents\140_
43,allen-p\all_documents\141_
44,allen-p\all_documents\142_
45,allen-p\all_documents\143_
48,allen-p\all_documents\146_
49,allen-p\all_documents\147_
51,allen-p\all_documents\149_
53,allen-p\all_documents\150_
54,allen-p\all_documents\151_
57,allen-p\all_documents\154_
59,allen-p\all_documents\156_
60,allen-p\all_documents\157_
61,allen-p\all_documents\158_
67,allen-p\all_documents\163_
74,allen-p\all_documents\16_
82,allen-p\all_documents\177_
83,allen-p\all_documents\178_
84,allen-p\all_documents\179_
88,allen-p\all_documents\182_
95,allen-p\all_documents\189_
96,allen-p\all_documents\18_
99,allen-p\all_documents\192_
100,allen-p\all_documents\193_
102,allen-p\all_documents\195_
104,allen-p\all_documents\197_
107,allen-p\all_documents\19_
108,allen-p\all_documents\1_
113,allen-p\all_documents\204_
115,allen-p\all_documents\206_
120,allen-p\all_documents\210_
122,allen-p\all_documents\212_
123,allen-p\all_documents\213_
125,allen-p\all_documents\215_
126,allen-p\all_documents\216_
127,allen-p\all_documents\217_
128,allen-p\all_documents\218_
134,allen-p\all_documents\223_
135,allen-p\all_documents\224_
143,allen-p\all_documents\232_
145,allen-p\all_documents\234_
146,allen-p\all_documents\235_
147,allen-p\all_documents\236_
150,allen-p\all_documents\239_
152,allen-p\all_documents\240_
156,allen-p\all_documents\244_
158,allen-p\all_documents\246_
159,allen-p\all_documents\247_
166,allen-p\all_documents\253_
172,allen-p\all_documents\259_
175,allen-p\all_documents\261_
178,allen-p\all_documents\264_
179,allen-p\all_documents\265_
181,allen-p\all_documents\267_
182,allen-p\all_documents\268_
184,allen-p\all_documents\26_
188,allen-p\all_documents\273_
189,allen-p\all_documents\274_
195,allen-p\all_documents\27_
198,allen-p\all_documents\282_
200,allen-p\all_documents\284_
203,allen-p\all_documents\287_
205,allen-p\all_documents\289_
210,allen-p\all_documents\293_
212,allen-p\all_documents\295_
213,allen-p\all_documents\296_
216,allen-p\all_documents\29_
223,allen-p\all_documents\305_
225,allen-p\all_documents\307_
231,allen-p\all_documents\312_
237,allen-p\all_documents\318_
239,allen-p\all_documents\31_
240,allen-p\all_documents\320_
241,allen-p\all_documents\321_
243,allen-p\all_documents\323_
249,allen-p\all_documents\329_
256,allen-p\all_documents\335_
257,allen-p\all_documents\336_
261,allen-p\all_documents\33_
269,allen-p\all_documents\348_
274,allen-p\all_documents\352_
284,allen-p\all_documents\361_
290,allen-p\all_documents\367_
291,allen-p\all_documents\368_
292,allen-p\all_documents\369_
294,allen-p\all_documents\370_
299,allen-p\all_documents\375_
300,allen-p\all_documents\376_
301,allen-p\all_documents\377_
303,allen-p\all_documents\379_
305,allen-p\all_documents\380_
312,allen-p\all_documents\387_
314,allen-p\all_documents\389_
315,allen-p\all_documents\38_
317,allen-p\all_documents\391_
320,allen-p\all_documents\394_
326,allen-p\all_documents\39_
327,allen-p\all_documents\3_
331,allen-p\all_documents\403_
336,allen-p\all_documents\408_
338,allen-p\all_documents\40_
340,allen-p\all_documents\411_
346,allen-p\all_documents\417_
349,allen-p\all_documents\41_
351,allen-p\all_documents\421_
356,allen-p\all_documents\426_
359,allen-p\all_documents\429_
360,allen-p\all_documents\42_
364,allen-p\all_documents\433_
